Signatura,Denominació comercial,Subgrups,Grups,Categoria,Inici d'activitat,Estat,Municipi,Localitat,Adreça,UTM (X),UTM(Y),Places,Nombre habitacions,Explotador/s,Columna amb nova georeferència
H/505,MIRAMAR,Hostal,Allotjaments,1 estrella,04/08/1955,Alta,DEIÀ,Deià,"CA'N OLIVER S/N, S/N. 07179 DEIÀ, Mallorca","470,079.425048","4,399,640.53803",14,7,ANTONIA MAS MAS,POINT (2.6507667651564626 39.74614336528399)
H/508,VILLA SIRENA,Hotel,Allotjaments,2 estrelles,30/04/1951,Alta,SANTANYÍ,Cala Figuera,"Carrer VERGE DEL CARME, 37. 07659 Cala Figuera, SANTANYÍ, Mallorca","514,637.337117","4,353,528.16396",90,45,"HOTEL VILLA SIRENA I APARTAMENTS, SL (B16620791)  des de 14/01/2020",POINT (3.169832655958751 39.3310482972489)
H/512,CALA D'OR,Hotel,Allotjaments,4 estrelles,01/01/1932,Alta,SANTANYÍ,Cala D'Or,"Avinguda BELGICA, 49. 07660 Cala D'Or, SANTANYÍ, Mallorca","519,790.289647","4,357,824.78158",187,99,HOTEL CALA D'OR SA (A07120843),POINT (3.2297471842953325 39.369661422043954)
H/52,NAUTIC,Hotel,Allotjaments,4 estrelles,01/01/1960,Alta,PALMA,Can Pastilla,"Carrer VIRGILI, 24. 07610 Can Pastilla, PALMA, Mallorca","475,531.966202","4,376,189.42909",254,140,"NOUS PROJECTES I CALCULS, SL (B57493991)",POINT (2.715275833395867 39.53501701206233)
H/528,COLON,Hotel,Allotjaments,3 estrelles,01/01/1957,Alta,PALMA,Palma,"31 DE DICIEMBRE, 31. 07003 PALMA, Mallorca","470,130.804989","4,381,270,882",70,36,CA'N PASTILLA SA (A07169345),POINT (-176.71525087200254 -19.55475886752975)
H/529,ILLA D'OR,Hotel,Allotjaments,4 estrelles Superior,01/01/1928,Alta,POLLENÇA,Port De Pollença,"DE COLON, 265",,,229,120,ILLA D'OR SA (A07024896),
H/530,BRISMAR,Hotel,Allotjaments,3 estrelles,01/01/1958,Alta,ANDRATX,Port D'Andratx,"Carrer ALMIRALL RIERA ALEMANY, 6. 07157 Port D'Andratx, ANDRATX, Mallorca","447,317.966011","4,377,303.07444",109,56,"MARSSON PORT D'ANDRATX, SL (B57402802)",POINT (2.3868860756510384 39.54378319038515)
H/532,FELIZ,Hotel,Allotjaments,1 estrella,01/01/1955,Alta,PALMA,Palma,"Avinguda JOAN MIRO, 74. 07015 PALMA, Mallorca","467,758.098904","4,379,088.65973",79,41,"MAXWELL HOTELS, SLU (B57645160)",POINT (2.6246755120522214 39.56088321706051)
H/534,PORTIXOL,Hotel,Allotjaments,4 estrelles Superior,25/07/1957,Alta,PALMA,Palma,"Carrer SIRENA, 27. 07006 PALMA, Mallorca","471,615.003618","4,379,019.17018",46,25,LANGOSTA HOTEL Y RESTAURANTE SL (B07846488),POINT (2.66957554589283 39.56039341113993)
H/535,CASTILLO HOTEL SON VIDA,Hotel,Allotjaments,5 estrelles,01/01/1961,Alta,PALMA,Palma,"RAIXA, 2. URBANITZACIÓ SON VIDA, S/N. 07013 PALMA, Mallorca","465,211.11971","4,382,679.39793",333,165,"ARABELLA HOSPITALITY ESPAÑA, SL (B57710071)",POINT (2.594838755410536 39.593137087354485)
H/543,ACAPULCO PLAYA,Hotel,Allotjaments,4 estrelles,23/07/1958,Alta,PALMA,Platja De Palma,"COSTA BRAVA, 2. 07610 PALMA, Mallorca","477,592.624902","4,374,768,723",354,180,"S'ARENAL BLAU, S.L. (B07603046)",POINT (-176.7404672609278 39.208278862612765)
H/544,NA FORANA,Hotel,Allotjaments,4 estrelles,07/11/1958,Alta,CAPDEPERA,Cala Rajada,"Avinguda ARQUITECTE ALOMAR, 5. 07590 Cala Rajada, CAPDEPERA, Mallorca","536,639.913567","4,394,218.80233",556,210,HOSTAL GILI SL (B07661044),POINT (3.4273579135649506 39.69703116581443)
H/550,SON VERI,Hotel,Allotjaments,3 estrelles,15/05/1961,Alta,LLUCMAJOR,Arenal (L'),"Carrer SAN BARTOMEU, 4. 07620 Arenal (L'), LLUCMAJOR, Mallorca","478,666.403216","4,372,236.52319",82,44,CONFORT HOTELES SA (A07060502),POINT (2.751876359533276 39.49948308990203)
H/561,CUPIDO BOUTIQUE HOTEL,Hotel,Allotjaments,3 estrelles,01/06/1957,Alta,CALVIÀ,Peguera,"EUCALIPTUS, 3. 07160 Peguera, CALVIÀ, Mallorca","452,603.566467","4,376,604.06265",129,80,"HOTEL CUPIDO, S.L.U. (B10521813)  des de 18/05/2023",POINT (2.4484469659687567 39.53779321469198)
H/562,BORN,Hotel,Allotjaments,4 estrelles,07/06/1958,Alta,PALMA,Palma,"Carrer SANT JAUME, 3. 07012 PALMA, Mallorca",,,79,41,HOTEL BORN SL (B07627763)  des de 03/02/2022,
H/566,CORAL,Hotel,Allotjaments,2 estrelles,01/01/1960,Alta,PALMA,Platja De Palma,"Carrer MIGUEL PELLISA, 14. 07610 Platja De Palma, PALMA, Mallorca","477,986.423784","4,374,435.51846",54,29,"Neptuno Mediterráneo, SL (B16618647)  des de 26/08/2020",POINT (2.7438950973897516 39.519279939306756)
H/577,EUROPA,Fonda,Allotjaments,,01/01/1908,Alta,SA POBLA,Pobla (La),"MISTERI, 3. 07420 Pobla (La), SA POBLA, Mallorca","502,147.950785","4,402,199.24899",11,8,GUILLERMO SANS FRANCH,POINT (3.0250794805510526 39.76972043367175)
H/597,MIX HOTEL PEYMAR,Hotel,Allotjaments,3 estrelles,01/01/1960,Alta,SANT LLORENÇ DES CARDASSAR,Illot (L'),"Carrer NEPTÚ (CALA MOREYA), 1. 07687 Illot (L'), SANT LLORENÇ DES CARDASSAR, Mallorca","531,998.93","4,379,771.18",177,100,"GLOBALES BED CONTRACTOR, SL (B07998792)  des de 25/04/2022",POINT (3.372529046946298 39.56704202278481)
H/598,ES PORT,Hotel,Allotjaments,4 estrelles,01/01/1960,Alta,SÓLLER,Port (El),"ANTONI MONTIS, S/N",,,288,156,MONTIMAR SA (A07008410),
H/611,MEDITERRANEAN BAY,Hotel,Allotjaments,4 estrelles,05/06/1963,Alta,LLUCMAJOR,Arenal (L'),"Carrer SANT BARTOMEU, 16 I 18. 07620 Arenal (L'), LLUCMAJOR, Mallorca",,,441,245,"MLL BEST HOTELS MANAGEMENTS, S.L.U. (B07734171)",
H/612,PLAYA SOL,Hotel,Allotjaments,2 estrelles,30/06/1960,Alta,PALMA,Arenal (L'),"Carretera MILITAR, 244. 07600 Arenal (L'), PALMA, Mallorca","478,846.367164","4,373,072.53954",58,34,RENE DE PARIS SA (A07271679),POINT (2.7539428767514176 39.50702045730453)
H/614,LLABRES,Fonda,Allotjaments,,30/06/1960,Alta,ALCÚDIA,Alcúdia,"Carrer CONSTITUCIO, 6. 07400 ALCÚDIA, Mallorca","510,422.118729","4,411,481.21287",32,21,CAN LLABRES SL (B07207558),POINT (3.121836121645474 39.85329055486632)
H/615,CALA FORNELLS,Hotel,Allotjaments,4 estrelles,05/02/1953,Alta,CALVIÀ,Cala Fornells,"Carretera CALA FORNELLS, 76. 07160 Cala Fornells, CALVIÀ, Mallorca","451,669.881552","4,375,889.35275",172,94,"PLAYA CALA FORNELLS, S.L. (B07691983)  des de 26/01/2023",POINT (2.437634109016293 39.53130155010254)
H/621,BALUMA PORTOPETRO,Hotel,Allotjaments,3 estrelles,27/07/1960,Alta,SANTANYÍ,Portopetro,"PATRONS MARTINA, 1. 07691 Portopetro, SANTANYÍ, Mallorca","517,902.428879","4,357,040.899945",79,45,CREA HOTELES INVESTMENT & MANAGEMENT 1 S.L. (B57940546)  des de 14/05/2020,POINT (3.207810052686119 39.362639280781046)
H/623,SIS PINS,Hotel,Allotjaments,3 estrelles,01/01/1952,Alta,POLLENÇA,Port De Pollença,"ANGLADA CAMARASA, 77. 07470 POLLENÇA, Mallorca","507,237.509809","4,417,619.78837",105,55,"PINEWALK, SL (B57668758)",POINT (3.08467561598898 39.90863211500182)
H/63,GRAN MELIA VICTORIA,Hotel,Allotjaments,5 estrelles Gran Luxe,01/01/1955,Alta,PALMA,Palma,"Carrer JOAN MIRO, 21. 07014 PALMA, Mallorca","467,885.282665","4,379,424.95481",342,171,Melia Zaragoza SL (B99077844)  des de 18/06/2021,POINT (2.626139745316116 39.563918105673885)
H/630,BARONIA,Hostal,Allotjaments,2 estrelles,01/01/1954,Alta,BANYALBUFAR,Banyalbufar,"Carrer BARONIA, 16. 07191 BANYALBUFAR, Mallorca","458,226.846247","4,393,081.69942",72,36,SA BARONIA BANYALBUFAR SL (B44943223)  des de 26/05/2023,POINT (2.512843308128755 39.68655013492008)
H/634,FERGUS BERMUDAS,Hotel,Allotjaments,4 estrelles,01/01/1962,Alta,CALVIÀ,Palmanova,"PINZONES,20, S/N. 07181 Palmanova, CALVIÀ, Mallorca","459,952.680355","4,374,158.94805",240,126,HOTJAR SL (B07075609),POINT (2.5341130709649238 39.516136476860964)
H/635,GAYA,Hotel,Allotjaments,3 estrelles,01/01/1960,Alta,CALVIÀ,Peguera,"NIÇA, 3. 07160 Peguera, CALVIÀ, Mallorca","452,601.649754","4,376,507.03153",91,47,HOTELES GAYA SL (B07050578),POINT (2.4484315816693805 39.53691884829451)
H/641,SINGULAR CALA RATJADA,Hostal,Allotjaments,1 estrella,22/04/1971,Alta,CAPDEPERA,Cala Rajada,"MENDEZ NUÑEZ, 61. 07590 Cala Rajada, CAPDEPERA, Mallorca","539,416.41952","4,395,829.55427",118,60,EXPLOTACIONES HOTELERAS CALA RATJADA SL (B88180526)  des de 09/07/2019,POINT (3.459837694366632 39.71142029804171)
H/642,ALZINA,Hostal,Allotjaments,1 estrella,15/05/1962,Alta,CAPDEPERA,Cala Rajada,"Avinguda CALA AGULLA, 86. 07590 Cala Rajada, CAPDEPERA, Mallorca","536,639.913567","4,394,218.80233",120,63,ALZINA PONS SL (B07612831)  des de 23/06/2023,POINT (3.4273579135649506 39.69703116581443)
H/653,AMAZONAS,Hotel,Allotjaments,3 estrelles,01/01/1962,Alta,LLUCMAJOR,Arenal (L'),"Carrer SANT BARTOMEU, 4. 07620 Arenal (L'), LLUCMAJOR, Mallorca","478,666.403216","4,372,236.52319",200,110,CONFORT HOTELES SA (A07060502),POINT (2.751876359533276 39.49948308990203)
H/660,Hotel Cultural Boutique Hoposa,Hotel,Allotjaments,4 estrelles,01/01/1964,Alta,POLLENÇA,Port De Pollença,"Carrer MIGUEL CAPLLOCH, 16. 07470 Port De Pollença, POLLENÇA, Mallorca",,,45,24,HOTELERA POLLENSINA SA (A07071517)  des de 14/12/2021,
H/670,CIUTAT JARDI,Hotel,Allotjaments,4 estrelles,01/01/1921,Alta,PALMA,Ciutat Jardí,"Carrer ILLA DE MALTA, 14. 07007 Ciutat Jardí, PALMA, Mallorca","473,437.417464","4,378,120.12712",38,20,ART I TURISME SL (B07821648),POINT (2.6908255903222216 39.55235108402867)
H/671,MALLORCA ROOMS,Hostal,Allotjaments,1 estrella,01/01/1963,Alta,PALMA,Can Pastilla,"Carrer ANTONI LLABRÉS MORELL, 2. 07610 Can Pastilla, PALMA, Mallorca","475,328.289968","4,376,697.70254",17,12,David Capdevila Sastre des de 28/05/2019,POINT (2.712886899873618 39.53959093481588)
H/677,HOTEL HOSTALCUBA,Hotel,Allotjaments,4 estrelles,01/10/1987,Alta,PALMA,Palma,"Carrer SANT MAGI, 1. 07013 PALMA, Mallorca","469,001.78187","4,380,117.2609",30,15,"PLANELLA FERRER, SL (B57784423)  des de 30/04/2014",POINT (2.6391047762531263 39.570197073792485)
H/678,BARI,Hotel,Allotjaments,2 estrelles,21/06/1961,Alta,PALMA,Can Pastilla,"BELLAMAR, 16. 07610 Can Pastilla, PALMA, Mallorca","475,629.279596","4,376,242.42053",53,29,HOTEL BARI C.B (E16501611),POINT (2.716406272340061 39.53549725513506)
H/687,RIVIERA PLAYA,Hotel,Allotjaments,4 estrelles,21/07/1962,Alta,PALMA,Platja De Palma,"Carrer MARBELLA, 26. 07610 Platja De Palma, PALMA, Mallorca","477,184.438815","4,375,261.7325",190,98,ALLTOURS ESPAÑA SL (B35379841)  des de 27/06/2018,POINT (2.734536593084759 39.5267035700386)
H/688,HORIZONTE,Hotel,Allotjaments,2 estrelles,01/01/1966,Alta,PALMA,Palma,"Carrer VISTA ALEGRE, 1. PALMA, Mallorca","467,481.104227","4,378,484.7424",380,199,HOTEL AMIC HORIZONTE SA (A07962079),POINT (2.621480690882809 39.55543128683458)
H/692,FOWLERS HOTEL,Hotel,Allotjaments,2 estrelles,01/01/1969,Alta,SANTANYÍ,Cala D'Or,"DEN RITO, 12, S/N. 07660 Cala D'Or, SANTANYÍ, Mallorca","519,550.257753","4,357,849.69788",16,8,Alexander Fowler (X0550895E)  des de 19/07/2023,POINT (3.2269613806851516 39.36989140363116)
H/694,KILIMANJARO,Hotel,Allotjaments,3 estrelles,01/01/1961,Alta,LLUCMAJOR,Arenal (L'),"Carrer GRAN I GENERAL CONSELL, 47. 07620 Arenal (L'), LLUCMAJOR, Mallorca","478,888.453526","4,372,328.12263",285,154,KILIMANJARO SL (B07174089),POINT (2.7544560229538697 39.50031392914975)
H/7,LAS ARENAS,Hotel,Allotjaments,4 estrelles,01/01/1961,Alta,PALMA,Can Pastilla,"Carrer TIT LIVI, 14. 07610 Can Pastilla, PALMA, Mallorca","475,650.350913","4,376,190.27559",478,247,"NOUS PROJECTES I CALCULS, SL (B57493991)",POINT (2.716653379381965 39.53502800547341)
H/703,ALMUDAINA,Hotel,Allotjaments,4 estrelles,01/01/1961,Alta,PALMA,Palma,"JAUME III, 9. 07012 PALMA, Mallorca","469,538.754955","4,380,298.84677",144,78,HOTELERA BALEAR SA (A07008279),POINT (2.645348009280168 39.57185246225907)
H/704,ILUSION CALMA,Hotel,Allotjaments,3 estrelles,01/07/1962,Alta,PALMA,Can Pastilla,"Carrer HORACIO, 5. 07610 Can Pastilla, PALMA, Mallorca","475,585.20243","4,376,324.22606",361,190,"ILUSION HOTELS ILLES, SL (B57960163)",POINT (2.7158903625836475 39.536233104413796)
H/714,MIRADOR,Hotel,Allotjaments,4 estrelles,01/01/1953,Alta,PALMA,Palma,"Passeig MARITIM, 10. 07014 PALMA, Mallorca","468,352.332281","4,379,932.61085",219,109,"MIRADOR, S.A. (A07008550)",POINT (2.6315525430157582 39.56850959760866)
H/715,TERRAMAR,Hostal residència,Allotjaments,1 estrella,01/01/1931,Alta,PALMA,Palma,"Plaça MEDITERRRANI, 8. 07014 PALMA, Mallorca","467,880.251961","4,379,156.09535",33,19,PAUL GALLE (X2240875P),POINT (2.6260941913567777 39.56149541513863)
H/724,HORITZO,Hotel,Allotjaments,3 estrelles,05/06/1962,Alta,SANTA MARGALIDA,Can Picafort,"Carrer VIA ALEMANYA, 1. 07458 Can Picafort, SANTA MARGALIDA, Mallorca","512,962.806353","4,401,858.240515",142,75,LINDA MAR SL (B07452725)  des de 27/09/2023,POINT (3.151346800891174 39.76655192685486)
H/727,RIUTORT,Hotel,Allotjaments,3 estrelles,15/05/1962,Alta,PALMA,Arenal (L'),"Carrer BARTOMEU CALAFELL, 13. 07600 Arenal (L'), PALMA, Mallorca","478,828.31545","4,373,168.53661",370,195,EXPLOTACIONES RIUBI SL (B07026776),POINT (2.7537298493368088 39.50788499302421)
H/74,BALEAR,Hotel,Allotjaments,3 estrelles,01/01/1962,Alta,PALMA,Can Pastilla,"Avinguda BARTOMEU RIUTORT, 18. 07610 Can Pastilla, PALMA, Mallorca","475,703.768361","4,376,345.48994",110,54,Mayol Amengual de Can Pastilla SL (B16672867)  des de 30/12/2020,POINT (2.7172692952175055 39.53642806482175)
H/742,BONSOL,Hotel,Allotjaments,4 estrelles Superior,01/06/1953,Alta,CALVIÀ,Cas Català-Illetes,"Passeig D' ILLETAS, 30. 07181 Cas Català-Illetes, CALVIÀ, Mallorca","464,996.676983","4,376,837.69944",182,93,HOTEL BONSOL SA (A07118367),POINT (2.5926494544755094 39.54049319387203)
H/759,INNSIDE PALMA CENTER,Hotel,Allotjaments,4 estrelles,01/01/1962,Alta,PALMA,Palma,"Carrer FONT I MONTEROS, 23. 07003 PALMA, Mallorca","469,956.720696","4,380,911.03396",202,101,"HOTELES MALLORQUINES UNIDOS, SA (A07070667)",POINT (2.6501864615777895 39.57738319912903)
H/766,TORA,Hotel,Allotjaments,3 estrelles,30/06/1961,Alta,CALVIÀ,Peguera,"GALATZO, 3. 07160 Peguera, CALVIÀ, Mallorca",,,161,81,PAPEC SA (A07046089),
H/769,EUROSTARS MARIVENT,Hotel,Allotjaments,4 estrelles,01/08/1962,Alta,PALMA,Marivent,"Carrer DINA MOORE, 6. 07015 Marivent, PALMA, Mallorca","466,586.321209","4,378,162.68706",176,93,"PRO EIRENES, SLU (B65204901)",POINT (2.6110818602910215 39.55249508895314)
H/770,Sol Port Sóller,Hostal,Allotjaments,1 estrella,22/04/1955,Alta,SÓLLER,Port (El),"Carretera DEL PORT DE SOLLER, 44. 07108 Port (El), SÓLLER, Mallorca","474,848.879044","4,402,819.2752",18,9,"BRONDO 4 LIFESTYLE MALLORCA, SL (B57747131)  des de 16/04/2020",POINT (2.706313490267097 39.77493809961247)
H/771,CALA BONA,Hotel,Allotjaments,4 estrelles,21/09/1954,Alta,SON SERVERA,Cala Bona,"ING. ANTONIO GARAU, 7. 07559 Cala Bona, SON SERVERA, Mallorca",,,215,108,CALA BONA SA (A07033673),
H/776,JS PALMA STAY,Hotel,Allotjaments,4 estrelles,01/01/1962,Alta,PALMA,Can Pastilla,"PINS, 26. 07610 Can Pastilla, PALMA, Mallorca","475,289.293137","4,376,284.65095",464,242,INDUSTRIAS HOTELERAS CORA SA (A07046030)  des de 09/05/2013,POINT (2.7124484428351723 39.53586804922681)
H/780,HM ALMA BEACH,Hotel,Allotjaments,4 estrelles,12/06/1956,Alta,PALMA,Can Pastilla,"Carrer BELLAMAR, 7. 07610 Can Pastilla, PALMA, Mallorca",,,290,149,"INVESTMENTS & WHOLE SERVICES, SL (B57701898)",
H/782,RIO BAY,Hotel,Allotjaments,3 estrelles,01/01/1963,Alta,PALMA,Platja De Palma,"Carretera MILITAR, 247. 07600 Platja De Palma, PALMA, Mallorca","478,881.417634","4,373,110.58276",330,177,"MLL BEST HOTELS MANAGEMENTS, S.L.U. (B07734171)",POINT (2.7543493701188027 39.50736410738281)
H/788,TIVOLI,Hostal,Allotjaments,1 estrella,06/05/1960,Baixa temporal,PALMA,Platja De Palma,"LISBOA, S/N. 07600 Platja De Palma, PALMA, Mallorca",,,102,55,"RESIDENCE JASMIN INVESTMENTS, SL (B16555864)  des de 18/02/2019",
H/789,RIU BONANZA PARK,Hotel,Allotjaments,4 estrelles,06/07/1965,Alta,CALVIÀ,Cas Català-Illetes,"D' ILLETES, 23. 07181 Cas Català-Illetes, CALVIÀ, Mallorca","465,041.090218","4,376,851.64766",263,138,OLIVIA HOTELS SA (A58768151),POINT (2.59316556670955 39.5406206815246)
H/791,CASABLANCA,Hotel,Allotjaments,3 estrelles,01/08/1958,Alta,CALVIÀ,Santa Ponça,"REI SANCHO, 6. 07180 Santa Ponça, CALVIÀ, Mallorca","455,516.084044","4,373,862.1223",165,86,BALAGUER VALLESPIR HERMANOS CB (E07986805),POINT (2.482522042596149 39.513243734821486)
H/793,FLOR LOS ALMENDROS,Hotel,Allotjaments,3 estrelles,01/06/1968,Alta,CALVIÀ,Peguera,"PAGUERA, 36. 07160 Peguera, CALVIÀ, Mallorca","452,501.296945","4,376,517.74658",120,68,SANS GAYA HERMANOS SL (B07614373),POINT (2.447263074341108 39.53700984499634)
H/794,ZHERO,Hotel,Allotjaments,1 estrella,08/08/1955,Alta,CALVIÀ,Cas Català-Illetes,"PALMA-ANDRATX, KM.6, S/N. 07181 Cas Català-Illetes, CALVIÀ, Mallorca","464,923.423423","4,377,171.09103",75,39,"EAST WEST BALEARES, SL (B57627135)",POINT (2.591779389113602 39.54349415715202)
H/797,VORAMAR,Hotel,Allotjaments,3 estrelles,01/01/1961,Alta,SON SERVERA,Cala Millor,"BINICANELLA, 2. 07560 Cala Millor, SON SERVERA, Mallorca","533,087.189713","4,383,642.43677",129,68,HOTEL VORAMAR SL (B07071574),POINT (3.385391386930413 39.6018816969389)
H/798,GRAN SOL,Hotel,Allotjaments,4 estrelles,19/07/1962,Alta,SON SERVERA,Cala Bona,"MARITIMO, 4. 07559 Cala Bona, SON SERVERA, Mallorca","533,156.596648","4,383,794.34929",109,58,SON LLUC SA (A07086515),POINT (3.3862074074443265 39.60324777740828)
H/805,UYAL,Hotel,Allotjaments,4 estrelles,01/01/1953,Alta,POLLENÇA,Port De Pollença,"Passeig DE LONDRES, S/N. 07470 Port De Pollença, POLLENÇA, Mallorca","506,745.531807","4,416,428.80079",219,116,HOTEL CALA EN BLANES SA (A07269046)  des de 14/12/2022,POINT (3.07890738938224 39.89790544220827)
H/808,CALA SANTANYI,Hotel,Allotjaments,4 estrelles,01/01/1969,Alta,SANTANYÍ,Cala Santanyí,"Carrer SA COSTA DELS ETICS, S/N. 07659 Cala Santanyí, SANTANYÍ, Mallorca","512,636.21","4,353,486.64",46,24,APARTAMENTOS CALA SANTANYI SA (A07070956),POINT (3.146613470412924 39.33070569278587)
H/811,PLAYA,Hostal,Allotjaments,1 estrella,14/08/1962,Alta,SANTANYÍ,Cala Santanyí,"SA COVA DES DRAC, S/N, S/N. 07659 Cala Santanyí, SANTANYÍ, Mallorca","512,643.671446","4,353,500.02764",21,9,HOSTAL PLAYA CB (E07093065),POINT (3.146700294731968 39.33082621725635)
H/814,RIU SAN FRANCISCO,Hotel,Allotjaments,4 estrelles,04/05/1974,Alta,PALMA,Platja De Palma,"LLAÜT, 24. 07600 PALMA, Mallorca","478,123.460382","4,374,177.12124",314,165,RIUSA II SA (A07632474),POINT (2.745497856762464 39.516955161613815)
H/818,GLOBALES SIMAR,Hotel,Allotjaments,3 estrelles,01/01/1960,Alta,POLLENÇA,Cala Sant Vicenç,"Carrer TEMPORAL, S/N, S/N. 07469 Cala Sant Vicenç, POLLENÇA, Mallorca","504,536.716579","4,418,611.03213",233,121,"AMLA EXPLOTACIONES TURISTICAS, SA (A83791558)",POINT (3.0530844581898933 39.91758192373865)
H/820,PURE SALT PORT DE SOLLER,Hotel,Allotjaments,4 estrelles,01/01/1952,Alta,SÓLLER,Port (El),"Camí DEL FAR, 5. 07108 Port (El), SÓLLER, Mallorca",,,162,90,"HOTEL MAR BELL, SL (B07153281)  des de 08/04/2022",
H/823,FERGUS STYLE PALMANOVA,Hotel,Allotjaments,4 estrelles,01/05/1959,Alta,CALVIÀ,Palmanova,"Passeig DEL MAR, 14. 07181 Palmanova, CALVIÀ, Mallorca","460,389.054062","4,375,053.80907",177,93,FERGUSMED S.L. (B57813602),POINT (2.5391361457427477 39.52421963792449)
H/827,COSTA AZUL,Hotel,Allotjaments,4 estrelles,17/10/1955,Alta,PALMA,Palma,"GABRIEL ROCA, 7. 07014 PALMA, Mallorca","468,400.026153","4,379,951.37619",253,126,HOTEL COSTA AZUL SA (A07011216),POINT (2.632106898753928 39.56868043776452)
H/831,MORLANS GARDEN,Hotel,Allotjaments,3 estrelles,08/05/1962,Alta,CALVIÀ,Peguera,"GAVIOTAS, 6. 07160 Peguera, CALVIÀ, Mallorca","453,275.573312","4,376,537.94544",101,54,MIMAGO SL (B07622368),POINT (2.4562714352457085 39.53723433352151)
H/834,VENECIA,Hotel,Allotjaments,3 estrelles,01/01/1963,Alta,CALVIÀ,Peguera,"ROSAL, 8. 07160 Peguera, CALVIÀ, Mallorca","452,529.139004","4,376,620.73031",95,51,NEP SL (B07678527),POINT (2.447579699708298 39.5379392792001)
H/835,FLAMBOYAN,Hotel,Allotjaments,4 estrelles,08/04/1963,Alta,CALVIÀ,Magaluf,"Carrer MARTIN ROS GARCIA, 16. 07182 Magaluf, CALVIÀ, Mallorca","460,481.876843","4,373,502.18771",249,130,HOTEL FLAMBOYAN S.L (B10522001)  des de 18/05/2023,POINT (2.5403082459997877 39.51024339642793)
H/837,SARATOGA,Hotel,Allotjaments,4 estrelles Superior,08/05/1962,Alta,PALMA,Palma,"Passeig MALLORCA, 6. 07012 PALMA, Mallorca","469,275.767209","4,380,294.55292",348,187,Vicobo SA (A07008519),POINT (2.6422863690978584 39.571804389129724)
H/84,REGINA,Hostal residència,Allotjaments,2 estrelles,09/06/1960,Alta,PALMA,Palma,"Carrer SANT MIQUEL, 77. 07002 PALMA, Mallorca","470,126.865477","4,380,838.33549",20,10,SHOPING Y LAPICES 2014 SL (B57891566)  des de 11/07/2022,POINT (2.6521708080685493 39.576734111027456)
H/847,LA CONCHA SOUL,Hotel,Allotjaments,2 estrelles,11/08/1962,Alta,CALVIÀ,Peguera,"Carrer LA ROMANA, 3. 07160 Peguera, CALVIÀ, Mallorca",,,71,36,"BE COOL INVEST 21, SL (B84649540)",
H/856,BARCELO ILLETAS ALBATROS,Hotel,Allotjaments,4 estrelles,15/02/1963,Alta,CALVIÀ,Cas Català-Illetes,"Passeig ILLETAS, 15. 07184 Cas Català-Illetes, CALVIÀ, Mallorca","465,172.210476","4,377,077.11174",236,128,"BARCELO ARRENDAMIENTOS TURISTICOS, SL (B57022055)",POINT (2.5946796263761267 39.54265750906625)
H/858,BE LIVE ADULTS ONLY MARIVENT,Hotel,Allotjaments,4 estrelles,01/04/1963,Alta,PALMA,Cala Major,"GAVINA, 9. 07015 Cala Major, PALMA, Mallorca","466,169.270596","4,378,202.23182",371,195,"BE LIVE HOTELS, SLU (B38674792)",POINT (2.60622569692392 39.55283505433296)
H/859,LEVANTE,Hotel,Allotjaments,4 estrelles,01/01/1963,Alta,SON SERVERA,Cala Bona,"Passeig MARITIM, 6. 07559 Cala Bona, SON SERVERA, Mallorca","533,552.909295","4,384,796.51141",392,202,SON LLUC SA (A07086515),POINT (3.390874318487053 39.61226202667295)
H/86,EOLO,Hotel,Allotjaments,3 estrelles,25/03/1981,Alta,POLLENÇA,Port De Pollença,"ENGINYER GABRIEL ROCA, 2. 07470 POLLENÇA, Mallorca","507,072.341106","4,417,360.10874",90,50,"MIRQUESSON, SL (B57463440)",POINT (3.082740403526031 39.906293812587634)
H/875,PORTOFINO,Hotel,Allotjaments,4 estrelles,01/01/1965,Alta,PALMA,Ciutat Jardí,"Carrer TRAFALGAR, 24. 07007 Ciutat Jardí, PALMA, Mallorca","473,527.070515","4,378,033.16389",132,74,"QUINTO SENTIDO HOTELES & RESORTS, SLU (B93611309)  des de 03/02/2022",POINT (2.6918725564978696 39.55157028423941)
H/876,CLUMBA,Hotel,Allotjaments,3 estrelles,01/01/1963,Alta,CAPDEPERA,Cala Rajada,"NEREIDES, 2. 07590 Cala Rajada, CAPDEPERA, Mallorca","539,416.41952","4,395,829.55427",246,133,"S'ENTRADOR, SL (B07580897)",POINT (3.459837694366632 39.71142029804171)
H/88,CORONA,Hostal residència,Allotjaments,1 estrella,01/03/1953,Alta,PALMA,Palma,"JOSEP VILLALONGA, 22. 07014 PALMA, Mallorca","467,722.387607","4,379,447.74847",16,9,CRISTOBAL NAVARRO AMATE,POINT (2.624242348642121 39.564117367534784)
H/880,CALA MURADA,Hotel,Allotjaments,3 estrelles,01/01/1963,Alta,MANACOR,Cala Murada,"EUROPA, 27. 07688 Cala Murada, MANACOR, Mallorca","522,925.472206","4,367,300.15234",154,83,CRIMON SA (A07069958),POINT (3.2664682485920196 39.45496284159901)
H/881,TEIX,Hotel,Allotjaments,1 estrella,01/01/1963,Alta,CALVIÀ,Palmanova,"PINADA, 1. 07181 Palmanova, CALVIÀ, Mallorca","460,306.260582","4,373,687.30853",82,42,"SALCA TEIX, SL (B57726101)",POINT (2.5382544232906397 39.51190329001865)
